"New housing price index, monthly 1 2 3 4 5"
"Frequency: Monthly"
"Table: 18-10-0205-01 (formerly CANSIM 327-0056)"
"Release date: 2023-05-18"
"Geography: Canada, Geographical region of Canada, Province or territory, Census metropolitan area, Census agglomeration"
""
""

,"New housing price indexes","Total (house and land)","Symbol","House only","Symbol","Land only","Symbol"
"Geography","Reference period"
,,"Index, 201612=100",,,,,
,"October 2009","79.0","","79.4","","78.0","E"
,"November 2009","79.1","","79.5","","78.0","E"
,"December 2009","79.4","","79.9","","78.0","E"
,"January 2010","79.9","","80.2","","79.0","E"
,"February 2010","81.4","","80.4","","83.5","E"
,"March 2010","81.8","","80.9","","83.5","E"
,"April 2010","82.0","","81.2","","83.5","E"
,"May 2010","82.2","","81.5","","83.5","E"
,"June 2010","82.6","","82.1","","83.5","E"
,"July 2010","82.8","","82.4","","83.5","E"
,"August 2010","83.1","","82.8","","83.5","E"
,"September 2010","83.2","","82.8","","83.6","E"
,"October 2010","83.2","","82.8","","83.6","E"
,"November 2010","83.2","","82.8","","83.6","E"
,"December 2010","84.1","","84.1","","83.8","E"
,"January 2011","84.6","","84.4","","84.9","E"
,"February 2011","85.2","","85.2","","84.9","E"
,"March 2011","85.5","","85.5","","85.0","E"
,"April 2011","85.6","","85.7","","85.0","E"
,"May 2011","85.7","","85.8","","85.0","E"
,"June 2011","86.2","","86.4","","85.5","E"
,"July 2011","86.4","","86.6","","85.5","E"
,"August 2011","86.5","","86.8","","85.5","E"
,"September 2011","87.7","","87.6","","87.8","E"
,"October 2011","87.8","","87.7","","87.8","E"
,"November 2011","88.0","","88.0","","87.8","E"
,"December 2011","88.0","","88.0","","87.8","E"
,"January 2012","88.1","","88.1","","87.8","E"
,"February 2012","88.4","","88.6","","87.8","E"
,"March 2012","89.0","","88.9","","88.8","E"
,"April 2012","89.3","","89.3","","88.8","E"
,"May 2012","89.4","","89.5","","88.8","E"
,"June 2012","90.0","","89.7","","90.5","E"
,"July 2012","90.2","","90.0","","90.5","E"
,"August 2012","90.4","","90.2","","90.6","E"
,"September 2012","90.9","","90.6","","91.3","E"
,"October 2012","91.2","","91.1","","91.3","E"
,"November 2012","91.6","","91.5","","91.5","E"
,"December 2012","92.4","","91.7","","93.4","E"
,"January 2013","93.2","","91.8","","96.2","E"
,"February 2013","93.3","","91.9","","96.3","E"
,"March 2013","93.6","","92.2","","96.3","E"
,"April 2013","94.2","","93.1","","96.3","E"
,"May 2013","94.6","","93.8","","96.3","E"
,"June 2013","94.8","","94.0","","96.3","E"
,"July 2013","94.9","","94.3","","96.3","E"
,"August 2013","95.0","","94.3","","96.3","E"
,"September 2013","95.0","","94.4","","96.3","E"
,"October 2013","95.0","","94.4","","96.3","E"
,"November 2013","95.0","","94.4","","96.3","E"
,"December 2013","95.1","","94.5","","96.3","E"
,"January 2014","95.6","","94.5","","97.9","E"
,"February 2014","95.7","","94.7","","97.9","E"
,"March 2014","95.8","","94.7","","97.9","E"
,"April 2014","96.0","","95.1","","97.9","E"
,"May 2014","96.1","","95.2","","97.9","E"
,"June 2014","96.3","","95.4","","98.1","E"
,"July 2014","96.3","","95.4","","98.1","E"
,"August 2014","96.3","","95.4","","98.1","E"
,"September 2014","95.9","","94.9","","98.2","E"
,"October 2014","96.1","","95.0","","98.2","E"
,"November 2014","96.1","","95.0","","98.2","E"
,"December 2014","96.0","","95.0","","98.2","E"
,"January 2015","96.2","","95.3","","98.2","E"
,"February 2015","96.3","","95.4","","98.2","E"
,"March 2015","96.6","","95.8","","98.4","E"
,"April 2015","96.7","","95.9","","98.4","E"
,"May 2015","96.8","","96.0","","98.4","E"
,"June 2015","97.2","","96.2","","99.5","E"
,"July 2015","97.3","","96.3","","99.5","E"
,"August 2015","97.3","","96.3","","99.5","E"
,"September 2015","97.5","","96.6","","99.5","E"
,"October 2015","97.6","","96.8","","99.5","E"
,"November 2015","97.7","","96.9","","99.5","E"
,"December 2015","97.7","","97.0","","99.5","E"
,"January 2016","97.9","","97.2","","99.5","E"
,"February 2016","97.9","","97.2","","99.5","E"
,"March 2016","98.1","","97.5","","99.5","E"
,"April 2016","98.3","","97.8","","99.5","E"
,"May 2016","98.5","","98.1","","99.5","E"
,"June 2016","98.7","","98.4","","99.5","E"
,"July 2016","98.9","","98.6","","99.5","E"
,"August 2016","99.0","","98.9","","99.5","E"
,"September 2016","99.4","","99.2","","99.8","E"
,"October 2016","99.9","","99.9","","99.8","E"
,"November 2016","100.0","","100.0","","100.0","E"
,"December 2016","100.0","","100.0","","100.0","E"
,"January 2017","100.3","","100.5","","100.0","E"
,"February 2017","100.5","","100.7","","100.0","E"
,"March 2017","100.5","","100.8","","100.0","E"
,"April 2017","101.3","","101.8","","100.0","E"
,"May 2017","101.8","","102.6","","100.1","E"
,"June 2017","102.2","","103.0","","100.5","E"
,"July 2017","102.3","","103.2","","100.5","E"
,"August 2017","102.6","","103.6","","100.5","E"
,"September 2017","102.9","","104.1","","100.6","E"
,"October 2017","103.0","","104.2","","100.6","E"
,"November 2017","103.2","","104.4","","100.8","E"
,"December 2017","103.3","","104.5","","100.8","E"
,"January 2018","103.3","","104.6","","100.8","E"
,"February 2018","103.4","","104.6","","100.8","E"
,"March 2018","103.5","","104.7","","100.8","E"
,"April 2018","103.5","","104.7","","101.0","E"
,"May 2018","103.7","","105.0","","101.0","E"
,"June 2018","103.9","","105.3","","101.2","E"
,"July 2018","104.0","","105.3","","101.2","E"
,"August 2018","104.1","","105.4","","101.2","E"
,"September 2018","104.1","","105.4","","101.6","E"
,"October 2018","104.4","","105.7","","101.7","E"
,"November 2018","104.4","","105.7","","101.7","E"
,"December 2018","104.3","","105.6","","101.7","E"
,"January 2019","104.5","","105.9","","101.7","E"
,"February 2019","104.5","","105.9","","101.7","E"
,"March 2019","104.7","","106.2","","101.7","E"
,"April 2019","104.8","","106.2","","101.7","E"
,"May 2019","104.6","","106.1","","101.5","E"
,"June 2019","104.4","","105.7","","101.5","E"
,"July 2019","104.7","","106.2","","101.5","E"
,"August 2019","104.7","","106.2","","101.5","E"
,"September 2019","104.9","","106.5","","101.7","E"
,"October 2019","105.0","","106.6","","101.7","E"
,"November 2019","104.7","","106.2","","101.7","E"
,"December 2019","105.1","","106.7","","101.7","E"
,"January 2020","105.3","","106.5","","102.9","E"
,"February 2020","105.5","","106.7","","102.9","E"
,"March 2020","105.5","","106.7","","102.9","E"
,"April 2020","105.6","","106.9","","102.9","E"
,"May 2020","105.5","","106.7","","102.9","E"
,"June 2020","105.8","","107.3","","102.9","E"
,"July 2020","106.0","","107.4","","102.9","E"
,"August 2020","106.9","","108.3","","104.0","E"
,"September 2020","108.7","","110.8","","104.0","E"
,"October 2020","108.8","","110.7","","104.6","E"
,"November 2020","109.1","","111.2","","104.6","E"
,"December 2020","109.1","","111.0","","104.9","E"
,"January 2021","110.4","","112.9","","104.9","E"
,"February 2021","112.3","","115.3","","105.7","E"
,"March 2021","113.5","","116.9","","105.8","E"
,"April 2021","116.8","","122.3","","104.3","E"
,"May 2021","122.7","","129.9","","106.3","E"
,"June 2021","125.0","","133.0","","107.8","E"
,"July 2021","125.4","","133.7","","107.8","E"
,"August 2021","126.6","","135.2","","108.1","E"
,"September 2021","126.8","","135.5","","108.1","E"
,"October 2021","128.9","","138.6","","108.1","E"
,"November 2021","129.7","","139.7","","108.1","E"
,"December 2021","133.3","","144.1","","110.0","E"
,"January 2022","135.2","","146.7","","110.2","E"
,"February 2022","136.5","","148.9","","110.2","E"
,"March 2022","141.1","","155.0","","110.4","E"
,"April 2022","142.4","","156.9","","110.6","E"
,"May 2022","143.6","","158.6","","110.6","E"
,"June 2022","143.6","","158.6","","110.6","E"
,"July 2022","143.6","","158.6","","110.6","E"
,"August 2022","143.6","","158.6","","110.6","E"
,"September 2022","143.6","","158.6","","110.6","E"
,"October 2022","142.6","","157.2","","110.8","E"
,"November 2022","142.6","","157.2","","110.8","E"
,"December 2022","142.2","","156.6","","110.8","E"
,"January 2023","140.4","","153.8","","110.8","E"
,"February 2023","140.6","","154.2","","110.8","E"
,"March 2023","140.0","","153.2","","110.8","E"
,"April 2023","141.5","","155.4","","110.8","E"
"Regina, Saskatchewan","January 1981","19.8","","20.7","","16.7","E"
,"February 1981","20.2","","21.2","","17.1","E"
,"March 1981","20.6","","21.5","","17.5","E"
,"April 1981","21.3","","22.4","","17.8","E"
,"May 1981","21.9","","23.1","","17.8","E"
,"June 1981","21.9","","23.1","","17.8","E"
,"July 1981","21.9","","23.1","","17.8","E"
,"August 1981","22.2","","23.3","","18.6","E"
,"September 1981","22.2","","23.3","","18.6","E"
,"October 1981","22.2","","23.3","","18.6","E"
,"November 1981","22.5","","23.3","","19.6","E"
,"December 1981","22.5","","23.3","","19.6","E"
,"January 1982","22.5","","23.3","","19.6","E"
,"February 1982","22.6","","23.5","","19.6","E"
,"March 1982","22.6","","23.5","","19.6","E"
,"April 1982","22.6","","23.5","","19.6","E"
,"May 1982","22.6","","23.5","","19.6","E"
,"June 1982","22.6","","23.5","","19.7","E"
,"July 1982","22.6","","23.5","","19.7","E"
,"August 1982","22.6","","23.5","","19.7","E"
,"September 1982","22.6","","23.5","","19.7","E"
,"October 1982","22.6","","23.5","","19.7","E"
,"November 1982","22.7","","23.3","","20.4","E"
,"December 1982","22.6","","23.3","","20.4","E"
,"January 1983","22.6","","23.3","","20.4","E"
,"February 1983","22.9","","23.6","","20.4","E"
,"March 1983","22.9","","23.6","","20.4","E"
,"April 1983","22.9","","23.6","","20.4","E"
,"May 1983","23.1","","23.8","","20.4","E"
,"June 1983","23.1","","23.8","","20.4","E"
,"July 1983","23.1","","23.8","","20.4","E"
,"August 1983","23.3","","24.0","","21.4","E"
,"September 1983","23.3","","24.0","","21.4","E"
,"October 1983","23.3","","24.0","","21.4","E"
,"November 1983","23.3","","24.0","","21.4","E"
,"December 1983","23.3","","24.0","","21.4","E"
,"January 1984","23.9","","24.3","","22.8","E"
,"February 1984","23.9","","24.3","","22.8","E"
,"March 1984","23.9","","24.3","","22.8","E"
,"April 1984","23.8","","24.1","","22.8","E"
,"May 1984","23.4","","23.5","","22.8","E"
,"June 1984","23.4","","23.5","","22.8","E"
,"July 1984","23.2","","23.3","","22.8","E"
,"August 1984","23.0","","22.6","","24.0","E"
,"September 1984","23.1","","22.7","","24.0","E"
,"October 1984","23.2","","22.9","","24.0","E"
,"November 1984","23.2","","22.9","","24.0","E"
,"December 1984","23.2","","22.9","","24.0","E"
,"January 1985","23.2","","22.8","","24.1","E"
,"February 1985","23.2","","22.8","","24.2","E"
,"March 1985","23.3","","23.0","","24.2","E"
,"April 1985","23.4","","23.1","","24.2","E"
,"May 1985","23.4","","23.1","","24.2","E"
,"June 1985","23.5","","23.3","","24.2","E"
,"July 1985","23.5","","23.3","","24.2","E"
,"August 1985","23.7","","23.5","","24.4","E"
,"September 1985","23.7","","23.5","","24.4","E"
,"October 1985","23.8","","23.6","","24.4","E"
,"November 1985","23.8","","23.6","","24.4","E"
,"December 1985","23.9","","23.6","","24.5","E"
,"January 1986","23.8","","23.6","","24.5","E"
,"February 1986","24.1","","24.0","","24.5","E"
,"March 1986","24.1","","24.0","","24.5","E"
,"April 1986","24.2","","24.0","","24.6","E"
,"May 1986","24.3","","24.1","","24.7","E"
,"June 1986","24.3","","24.1","","24.7","E"
,"July 1986","24.3","","24.1","","24.7","E"
,"August 1986","24.3","","24.2","","24.7","E"
,"September 1986","24.4","","24.3","","24.8","E"
,"October 1986","24.5","","24.4","","24.8","E"
,"November 1986","24.8","","24.7","","25.2","E"
,"December 1986","24.8","","24.7","","25.2","E"
,"January 1987","24.8","","24.7","","25.2","E"
,"February 1987","24.9","","24.8","","25.2","E"
,"March 1987","24.9","","24.8","","25.2","E"
,"April 1987","24.9","","24.8","","25.3","E"
,"May 1987","25.1","","24.8","","25.6","E"
,"June 1987","25.4","","25.2","","25.8","E"
,"July 1987","25.4","","25.1","","25.8","E"
,"August 1987","25.4","","25.1","","25.9","E"
,"September 1987","25.4","","25.1","","25.9","E"
,"October 1987","25.4","","25.1","","25.9","E"
,"November 1987","25.5","","25.2","","26.2","E"
,"December 1987","25.5","","25.2","","26.2","E"
,"January 1988","25.5","","25.2","","26.2","E"
,"February 1988","25.5","","25.2","","26.2","E"
,"March 1988","25.6","","25.3","","26.2","E"
,"April 1988","25.6","","25.4","","26.2","E"
,"May 1988","25.7","","25.5","","26.3","E"
,"June 1988","25.6","","25.3","","26.3","E"
,"July 1988","25.6","","25.3","","26.3","E"
,"August 1988","25.6","","25.3","","26.5","E"
,"September 1988","25.6","","25.3","","26.5","E"
,"October 1988","25.7","","25.3","","26.5","E"
,"November 1988","25.6","","25.2","","26.5","E"
,"December 1988","25.7","","25.2","","27.1","E"
,"January 1989","25.7","","25.2","","27.1","E"
,"February 1989","25.8","","25.3","","27.1","E"
,"March 1989","25.8","","25.3","","27.2","E"
,"April 1989","25.8","","25.2","","27.3","E"
,"May 1989","25.9","","25.4","","27.5","E"
,"June 1989","26.0","","25.4","","27.8","E"
,"July 1989","26.1","","25.6","","27.8","E"
,"August 1989","26.1","","25.6","","27.8","E"
,"September 1989","26.3","","25.8","","27.8","E"
,"October 1989","26.3","","25.8","","27.8","E"
,"November 1989","26.2","","25.8","","27.4","E"
,"December 1989","26.2","","25.8","","27.4","E"
,"January 1990","26.2","","25.7","","27.4","E"
,"February 1990","26.4","","26.0","","27.7","E"
,"March 1990","26.5","","26.0","","27.8","E"
,"April 1990","26.5","","26.0","","27.8","E"
,"May 1990","26.5","","26.0","","27.8","E"
,"June 1990","26.5","","26.0","","27.8","E"
,"July 1990","26.5","","26.0","","27.8","E"
,"August 1990","26.5","","26.1","","27.8","E"
,"September 1990","26.6","","26.2","","27.8","E"
,"October 1990","26.6","","26.2","","27.8","E"
,"November 1990","26.6","","26.2","","27.8","E"
,"December 1990","26.6","","26.2","","27.8","E"
,"January 1991","26.7","","26.4","","27.7","E"
,"February 1991","26.8","","26.5","","27.6","E"
,"March 1991","27.3","","26.9","","28.4","E"
,"April 1991","27.1","","26.7","","28.3","E"
,"May 1991","27.1","","26.7","","28.3","E"
,"June 1991","26.9","","26.5","","28.1","E"
,"July 1991","27.0","","26.7","","28.1","E"
,"August 1991","27.2","","26.9","","28.1","E"
,"September 1991","27.2","","26.9","","28.1","E"
,"October 1991","27.3","","27.0","","28.2","E"
,"November 1991","27.5","","27.3","","28.2","E"
,"December 1991","27.5","","27.3","","28.2","E"
,"January 1992","27.4","","27.2","","28.0","E"
,"February 1992","27.5","","27.3","","28.0","E"
,"March 1992","27.5","","27.3","","28.2","E"
,"April 1992","28.1","","27.4","","30.3","E"
,"May 1992","28.5","","28.0","","30.7","E"
,"June 1992","28.5","","28.0","","30.7","E"
,"July 1992","28.6","","28.1","","30.7","E"
,"August 1992","28.7","","28.1","","30.8","E"
,"September 1992","28.8","","28.3","","30.8","E"
,"October 1992","28.8","","28.3","","30.8","E"
,"November 1992","29.1","","28.6","","30.9","E"
,"December 1992","29.1","","28.6","","30.9","E"
,"January 1993","29.2","","28.8","","30.9","E"
,"February 1993","29.7","","29.4","","30.9","E"
,"March 1993","29.8","","29.5","","30.9","E"
,"April 1993","29.9","","29.7","","30.9","E"
,"May 1993","29.9","","29.7","","31.0","E"
,"June 1993","29.8","","29.6","","30.8","E"
,"July 1993","29.8","","29.6","","30.8","E"
,"August 1993","29.9","","29.6","","31.4","E"
,"September 1993","30.0","","29.7","","31.4","E"
,"October 1993","30.2","","30.0","","31.4","E"
,"November 1993","30.5","","30.3","","31.5","E"
,"December 1993","30.6","","30.4","","31.5","E"
,"January 1994","31.0","","31.0","","31.5","E"
,"February 1994","31.0","","31.0","","31.5","E"
,"March 1994","31.1","","31.1","","31.5","E"
,"April 1994","31.1","","31.1","","31.5","E"
,"May 1994","31.1","","31.2","","31.5","E"
,"June 1994","31.1","","31.2","","31.5","E"
,"July 1994","31.2","","31.2","","31.5","E"
,"August 1994","31.2","","31.3","","31.5","E"
,"September 1994","31.2","","31.3","","31.5","E"
,"October 1994","31.2","","31.3","","31.5","E"
,"November 1994","31.2","","31.3","","31.5","E"
,"December 1994","31.2","","31.3","","31.5","E"
,"January 1995","31.3","","31.4","","31.5","E"
,"February 1995","31.8","","32.0","","31.7","E"
,"March 1995","32.1","","32.4","","31.7","E"
,"April 1995","32.2","","32.5","","31.7","E"
,"May 1995","32.2","","32.5","","31.7","E"
,"June 1995","32.2","","32.5","","31.7","E"
,"July 1995","32.2","","32.6","","31.7","E"
,"August 1995","32.2","","32.6","","31.7","E"
,"September 1995","32.2","","32.6","","31.7","E"
,"October 1995","32.2","","32.6","","31.7","E"
,"November 1995","32.2","","32.6","","31.7","E"
,"December 1995","32.2","","32.6","","31.7","E"
,"January 1996","32.3","","32.7","","31.7","E"
,"February 1996","32.3","","32.7","","31.7","E"
,"March 1996","32.4","","32.7","","31.7","E"
,"April 1996","32.4","","32.7","","31.7","E"
,"May 1996","32.5","","33.0","","31.7","E"
,"June 1996","32.5","","33.0","","31.7","E"
,"July 1996","32.6","","33.1","","31.7","E"
,"August 1996","32.7","","33.1","","31.7","E"
,"September 1996","32.9","","33.4","","31.7","E"
,"October 1996","32.9","","33.4","","31.7","E"
,"November 1996","32.9","","33.5","","31.7","E"
,"December 1996","32.9","","33.5","","31.7","E"
,"January 1997","33.0","","33.5","","31.7","E"
,"February 1997","33.0","","33.6","","31.7","E"
,"March 1997","33.1","","33.7","","31.7","E"
,"April 1997","33.2","","33.8","","31.7","E"
,"May 1997","34.0","","34.7","","31.7","E"
,"June 1997","34.0","","34.8","","31.7","E"
,"July 1997","34.1","","34.9","","31.7","E"
,"August 1997","34.1","","34.9","","31.7","E"
,"September 1997","34.1","","34.9","","31.7","E"
,"October 1997","34.1","","35.0","","31.7","E"
,"November 1997","34.5","","35.4","","31.7","E"
,"December 1997","34.5","","35.4","","31.7","E"
,"January 1998","34.7","","35.7","","31.7","E"
,"February 1998","34.9","","35.9","","32.0","E"
,"March 1998","34.9","","35.9","","32.0","E"
,"April 1998","35.0","","36.0","","32.1","E"
,"May 1998","35.1","","36.1","","32.1","E"
,"June 1998","35.1","","36.1","","32.1","E"
,"July 1998","35.2","","36.2","","32.1","E"
,"August 1998","35.4","","36.5","","32.1","E"
,"September 1998","35.6","","36.8","","32.1","E"
,"October 1998","35.6","","36.8","","32.1","E"
,"November 1998","35.6","","36.8","","32.1","E"
,"December 1998","35.6","","36.8","","32.1","E"
,"January 1999","35.9","","37.2","","32.1","E"
,"February 1999","36.1","","37.4","","32.1","E"
,"March 1999","36.1","","37.4","","32.1","E"
,"April 1999","36.1","","37.5","","32.1","E"
,"May 1999","36.4","","37.7","","32.2","E"
,"June 1999","36.4","","37.7","","32.4","E"
,"July 1999","36.4","","37.7","","32.4","E"
,"August 1999","36.7","","38.0","","32.6","E"
,"September 1999","36.7","","38.1","","32.8","E"
,"October 1999","36.7","","38.0","","32.8","E"
,"November 1999","36.9","","38.3","","33.0","E"
,"December 1999","37.1","","38.4","","33.0","E"
,"January 2000","37.1","","38.4","","33.0","E"
,"February 2000","37.2","","38.5","","33.5","E"
,"March 2000","37.2","","38.6","","33.3","E"
,"April 2000","37.3","","38.7","","33.3","E"
,"May 2000","37.3","","38.8","","33.3","E"
,"June 2000","37.4","","38.8","","33.5","E"
,"July 2000","37.4","","38.8","","33.5","E"
,"August 2000","37.4","","38.8","","33.5","E"
,"September 2000","37.6","","38.8","","34.1","E"
,"October 2000","37.6","","38.8","","34.1","E"
,"November 2000","37.6","","38.8","","34.3","E"
,"December 2000","37.6","","38.8","","34.3","E"
,"January 2001","37.8","","39.0","","34.3","E"
,"February 2001","37.8","","39.0","","34.3","E"
,"March 2001","37.8","","39.0","","34.3","E"
,"April 2001","38.5","","40.0","","34.3","E"
,"May 2001","38.5","","40.0","","34.3","E"
,"June 2001","38.5","","40.0","","34.3","E"
,"July 2001","38.5","","40.0","","34.3","E"
,"August 2001","38.5","","40.0","","34.3","E"
,"September 2001","38.5","","40.0","","34.3","E"
,"October 2001","38.5","","40.0","","34.3","E"
,"November 2001","38.5","","40.0","","34.3","E"
,"December 2001","38.6","","40.0","","34.6","E"
,"January 2002","38.6","","40.0","","34.6","E"
,"February 2002","39.0","","40.3","","35.2","E"
,"March 2002","39.0","","40.3","","35.3","E"
,"April 2002","39.0","","40.3","","35.3","E"
,"May 2002","39.0","","40.3","","35.3","E"
,"June 2002","39.3","","40.3","","36.9","E"
,"July 2002","39.9","","41.0","","36.9","E"
,"August 2002","40.3","","41.2","","38.2","E"
,"September 2002","40.3","","41.2","","38.2","E"
,"October 2002","40.5","","41.3","","38.7","E"
,"November 2002","41.1","","41.7","","39.8","E"
,"December 2002","41.1","","41.7","","39.8","E"
,"January 2003","41.1","","41.7","","39.8","E"
,"February 2003","41.5","","42.2","","40.0","E"
,"March 2003","41.6","","42.3","","40.0","E"
,"April 2003","41.6","","42.3","","40.0","E"
,"May 2003","41.6","","42.3","","40.0","E"
,"June 2003","42.0","","42.8","","40.0","E"
,"July 2003","42.2","","43.2","","40.0","E"
,"August 2003","42.6","","43.6","","40.2","E"
,"September 2003","42.8","","43.8","","40.2","E"
,"October 2003","43.1","","44.3","","40.2","E"
,"November 2003","43.1","","44.3","","40.2","E"
,"December 2003","43.4","","44.7","","40.2","E"
,"January 2004","43.4","","44.7","","40.2","E"
,"February 2004","43.9","","45.3","","40.2","E"
,"March 2004","44.1","","45.6","","40.2","E"
,"April 2004","44.6","","46.1","","40.6","E"
,"May 2004","45.0","","46.4","","41.1","E"
,"June 2004","45.3","","46.9","","41.1","E"
,"July 2004","45.4","","47.0","","41.1","E"
,"August 2004","45.6","","47.2","","41.5","E"
,"September 2004","46.1","","47.8","","41.5","E"
,"October 2004","46.2","","48.0","","41.5","E"
,"November 2004","46.3","","48.0","","41.5","E"
,"December 2004","46.3","","48.0","","41.5","E"
,"January 2005","46.3","","48.0","","41.5","E"
,"February 2005","47.5","","49.3","","42.8","E"
,"March 2005","47.5","","49.3","","42.8","E"
,"April 2005","47.6","","49.3","","43.2","E"
,"May 2005","48.2","","49.9","","43.8","E"
,"June 2005","48.2","","49.9","","43.8","E"
,"July 2005","48.2","","49.9","","43.8","E"
,"August 2005","48.2","","49.9","","43.8","E"
,"September 2005","48.5","","49.9","","45.2","E"
,"October 2005","48.9","","50.3","","45.2","E"
,"November 2005","48.9","","50.3","","45.2","E"
,"December 2005","48.9","","50.3","","45.2","E"
,"January 2006","50.6","","52.4","","46.1","E"
,"February 2006","50.6","","52.4","","46.1","E"
,"March 2006","50.6","","52.4","","46.1","E"
,"April 2006","51.3","","52.7","","47.5","E"
,"May 2006","51.4","","52.8","","47.8","E"
,"June 2006","52.0","","53.6","","47.8","E"
,"July 2006","52.7","","54.5","","47.8","E"
,"August 2006","52.8","","54.5","","48.2","E"
,"September 2006","52.8","","54.5","","48.2","E"
,"October 2006","52.9","","54.6","","48.2","E"
,"November 2006","53.9","","55.9","","48.2","E"
,"December 2006","54.9","","57.3","","48.2","E"
,"January 2007","54.9","","57.3","","48.2","E"
,"February 2007","57.5","","60.5","","49.0","E"
,"March 2007","58.8","","61.7","","50.9","E"
,"April 2007","60.1","","62.2","","54.2","E"
,"May 2007","62.5","","65.3","","54.2","E"
,"June 2007","63.7","","66.7","","55.0","E"
,"July 2007","64.8","","67.8","","55.8","E"
,"August 2007","68.2","","72.3","","56.4","E"
,"September 2007","68.4","","72.6","","56.4","E"
,"October 2007","68.4","","72.6","","56.4","E"
,"November 2007","69.1","","73.5","","56.4","E"
,"December 2007","69.1","","73.5","","56.4","E"
,"January 2008","69.1","","73.5","","56.4","E"
,"February 2008","73.9","","78.9","","59.4","E"
,"March 2008","75.2","","80.4","","60.0","E"
,"April 2008","80.5","","85.8","","65.1","E"
,"May 2008","81.6","","86.8","","65.9","E"
,"June 2008","81.9","","87.3","","65.9","E"
,"July 2008","84.0","","89.8","","66.8","E"
,"August 2008","84.0","","89.8","","66.8","E"
,"September 2008","84.0","","89.8","","66.8","E"
,"October 2008","84.0","","89.8","","66.8","E"
,"November 2008","84.0","","89.8","","66.8","E"
,"December 2008","84.0","","89.8","","66.8","E"
,"January 2009","84.0","","89.8","","66.8","E"
,"February 2009","84.8","","90.0","","69.3","E"
,"March 2009","84.8","","90.0","","69.3","E"
,"April 2009","84.8","","90.0","","69.3","E"
,"May 2009","84.8","","90.0","","69.3","E"
,"June 2009","84.8","","90.0","","69.3","E"
,"July 2009","84.8","","90.0","","69.3","E"
,"August 2009","85.5","","90.0","","71.7","E"
,"September 2009","85.5","","90.0","","71.7","E"
,"October 2009","85.5","","90.0","","71.7","E"
,"November 2009","85.6","","90.1","","71.7","E"
,"December 2009","85.6","","90.1","","71.7","E"
,"January 2010","85.6","","90.1","","71.7","E"
,"February 2010","87.2","","90.3","","78.6","E"
,"March 2010","87.2","","90.3","","78.6","E"
,"April 2010","88.0","","91.4","","78.6","E"
,"May 2010","91.0","","94.0","","82.4","E"
,"June 2010","90.7","","93.6","","82.4","E"
,"July 2010","90.7","","93.6","","82.4","E"
,"August 2010","90.7","","93.6","","82.4","E"
,"September 2010","90.7","","93.6","","82.4","E"
,"October 2010","90.6","","93.4","","82.4","E"
,"November 2010","90.7","","93.4","","82.6","E"
,"December 2010","90.7","","93.4","","82.6","E"
,"January 2011","90.7","","93.4","","82.6","E"
,"February 2011","92.3","","94.6","","85.8","E"
,"March 2011","92.6","","94.6","","86.9","E"
,"April 2011","92.7","","94.8","","86.9","E"
,"May 2011","94.2","","95.7","","89.9","E"
,"June 2011","94.2","","95.7","","89.9","E"
,"July 2011","94.2","","95.7","","89.9","E"
,"August 2011","95.2","","97.0","","90.3","E"
,"September 2011","95.2","","97.0","","90.3","E"
,"October 2011","95.2","","97.0","","90.3","E"
,"November 2011","95.5","","97.4","","90.3","E"
,"December 2011","95.5","","97.4","","90.3","E"
,"January 2012","95.5","","97.4","","90.3","E"
,"February 2012","97.8","","98.6","","95.4","E"
,"March 2012","97.8","","98.6","","95.4","E"
,"April 2012","97.8","","98.6","","95.4","E"
,"May 2012","98.2","","99.0","","96.0","E"
,"June 2012","98.5","","99.4","","96.0","E"
,"July 2012","98.5","","99.4","","96.0","E"
,"August 2012","98.6","","99.5","","96.0","E"
,"September 2012","98.6","","99.5","","96.0","E"
,"October 2012","98.6","","99.5","","96.0","E"
,"November 2012","98.7","","99.6","","96.0","E"
,"December 2012","98.6","","99.6","","95.7","E"
,"January 2013","98.6","","99.6","","95.7","E"
,"February 2013","99.9","","101.1","","96.7","E"
,"March 2013","100.6","","102.0","","96.7","E"
,"April 2013","100.8","","102.2","","96.7","E"
,"May 2013","100.9","","102.4","","96.7","E"
,"June 2013","101.1","","102.6","","96.7","E"
,"July 2013","101.1","","102.6","","96.7","E"
,"August 2013","101.1","","102.7","","96.7","E"
,"September 2013","101.1","","102.7","","96.7","E"
,"October 2013","101.8","","103.6","","96.7","E"
,"November 2013","102.0","","103.9","","96.7","E"
,"December 2013","102.0","","103.9","","96.7","E"
,"January 2014","102.0","","103.9","","96.7","E"
,"February 2014","102.2","","104.2","","96.7","E"
,"March 2014","102.2","","104.2","","96.7","E"
,"April 2014","101.7","","103.5","","96.7","E"
,"May 2014","102.1","","104.0","","96.7","E"
,"June 2014","102.1","","104.0","","96.7","E"
,"July 2014","102.2","","104.1","","96.7","E"
,"August 2014","102.0","","103.7","","97.1","E"
,"September 2014","101.8","","103.5","","97.1","E"
,"October 2014","101.9","","103.6","","97.1","E"
,"November 2014","101.8","","103.5","","96.9","E"
,"December 2014","101.8","","103.5","","96.9","E"
,"January 2015","101.8","","103.5","","96.9","E"
,"February 2015","101.5","","103.2","","96.9","E"
,"March 2015","101.4","","103.0","","96.9","E"
